iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
855,1789628138.7066386,client_mr,READ_PRIMARY,primary,recovery,mongo1,855,855,854,majority,majority,True,failure,0.16,True,False,
855,1789628138.7068183,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,855,855,855,majority,majority,True,failure,0.18,True,False,
856,1789628138.7076368,client_mr,READ_PRIMARY,primary,recovery,mongo1,856,856,855,majority,majority,True,failure,0.15,True,False,
856,1789628138.7078233,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,856,856,856,majority,majority,True,failure,0.19,True,False,
857,1789628138.7090242,client_mr,READ_PRIMARY,primary,recovery,mongo1,857,857,856,majority,majority,True,failure,0.23,True,False,
857,1789628138.7092648,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,857,857,857,majority,majority,True,failure,0.24,True,False,
858,1789628138.7101212,client_mr,READ_PRIMARY,primary,recovery,mongo1,858,858,857,majority,majority,True,failure,0.19,True,False,
858,1789628138.7103937,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,858,858,858,majority,majority,True,failure,0.27,True,False,
859,1789628138.7111335,client_mr,READ_PRIMARY,primary,recovery,mongo1,859,859,858,majority,majority,True,failure,0.18,True,False,
859,1789628138.7113056,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,859,859,859,majority,majority,True,failure,0.17,True,False,
860,1789628138.7122538,client_mr,READ_PRIMARY,primary,recovery,mongo1,860,860,859,majority,majority,True,failure,0.16,True,False,
860,1789628138.712463,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,860,860,860,majority,majority,True,failure,0.21,True,False,
861,1789628138.7133543,client_mr,READ_PRIMARY,primary,recovery,mongo1,861,861,860,majority,majority,True,failure,0.19,True,False,
861,1789628138.7135541,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,861,861,861,majority,majority,True,failure,0.2,True,False,
862,1789628138.7144017,client_mr,READ_PRIMARY,primary,recovery,mongo1,862,862,861,majority,majority,True,failure,0.24,True,False,
862,1789628138.714585,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,862,862,862,majority,majority,True,failure,0.18,True,False,
863,1789628138.7152755,client_mr,READ_PRIMARY,primary,recovery,mongo1,863,863,862,majority,majority,True,failure,0.17,True,False,
863,1789628138.7154522,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,863,863,863,majority,majority,True,failure,0.17,True,False,
864,1789628138.716196,client_mr,READ_PRIMARY,primary,recovery,mongo1,864,864,863,majority,majority,True,failure,0.17,True,False,
864,1789628138.716394,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,864,864,864,majority,majority,True,failure,0.2,True,False,
865,1789628138.7175314,client_mr,READ_PRIMARY,primary,recovery,mongo1,865,865,864,majority,majority,True,failure,0.2,True,False,
865,1789628138.7177231,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,865,865,865,majority,majority,True,failure,0.19,True,False,
866,1789628138.718556,client_mr,READ_PRIMARY,primary,recovery,mongo1,866,866,865,majority,majority,True,failure,0.26,True,False,
866,1789628138.7187545,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,866,866,866,majority,majority,True,failure,0.2,True,False,
867,1789628138.7195194,client_mr,READ_PRIMARY,primary,recovery,mongo1,867,867,866,majority,majority,True,failure,0.15,True,False,
867,1789628138.719724,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,867,867,867,majority,majority,True,failure,0.2,True,False,
868,1789628138.7205386,client_mr,READ_PRIMARY,primary,recovery,mongo1,868,868,867,majority,majority,True,failure,0.15,True,False,
868,1789628138.7207513,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,868,868,868,majority,majority,True,failure,0.21,True,False,
869,1789628138.7215831,client_mr,READ_PRIMARY,primary,recovery,mongo1,869,869,868,majority,majority,True,failure,0.2,True,False,
869,1789628138.7218008,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,869,869,869,majority,majority,True,failure,0.22,True,False,
870,1789628138.7227025,client_mr,READ_PRIMARY,primary,recovery,mongo1,870,870,869,majority,majority,True,failure,0.17,True,False,
870,1789628138.7228868,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,870,870,870,majority,majority,True,failure,0.18,True,False,
871,1789628138.7240202,client_mr,READ_PRIMARY,primary,recovery,mongo1,871,871,870,majority,majority,True,failure,0.19,True,False,
871,1789628138.724205,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,871,871,871,majority,majority,True,failure,0.18,True,False,
872,1789628138.7250912,client_mr,READ_PRIMARY,primary,recovery,mongo1,872,872,871,majority,majority,True,failure,0.22,True,False,
872,1789628138.7253177,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,872,872,872,majority,majority,True,failure,0.22,True,False,
873,1789628138.726452,client_mr,READ_PRIMARY,primary,recovery,mongo1,873,873,872,majority,majority,True,failure,0.23,True,False,
873,1789628138.7266493,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,873,873,873,majority,majority,True,failure,0.2,True,False,
874,1789628138.72744,client_mr,READ_PRIMARY,primary,recovery,mongo1,874,874,873,majority,majority,True,failure,0.15,True,False,
874,1789628138.7276561,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,874,874,874,majority,majority,True,failure,0.21,True,False,
875,1789628138.7284365,client_mr,READ_PRIMARY,primary,recovery,mongo1,875,875,874,majority,majority,True,failure,0.2,True,False,
875,1789628138.7286634,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,875,875,875,majority,majority,True,failure,0.23,True,False,
876,1789628138.729509,client_mr,READ_PRIMARY,primary,recovery,mongo1,876,876,875,majority,majority,True,failure,0.17,True,False,
876,1789628138.7297218,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,876,876,876,majority,majority,True,failure,0.21,True,False,
877,1789628138.7305405,client_mr,READ_PRIMARY,primary,recovery,mongo1,877,877,876,majority,majority,True,failure,0.15,True,False,
877,1789628138.7307148,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,877,877,877,majority,majority,True,failure,0.17,True,False,
878,1789628138.731478,client_mr,READ_PRIMARY,primary,recovery,mongo1,878,878,877,majority,majority,True,failure,0.17,True,False,
878,1789628138.7316613,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,878,878,878,majority,majority,True,failure,0.18,True,False,
879,1789628138.7325008,client_mr,READ_PRIMARY,primary,recovery,mongo1,879,879,878,majority,majority,True,failure,0.21,True,False,
879,1789628138.732714,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,879,879,879,majority,majority,True,failure,0.21,True,False,
880,1789628138.7336066,client_mr,READ_PRIMARY,primary,recovery,mongo1,880,880,879,majority,majority,True,failure,0.19,True,False,
880,1789628138.7338028,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,880,880,880,majority,majority,True,failure,0.19,True,False,
881,1789628138.7347655,client_mr,READ_PRIMARY,primary,recovery,mongo1,881,881,880,majority,majority,True,failure,0.17,True,False,
881,1789628138.73495,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,881,881,881,majority,majority,True,failure,0.18,True,False,
882,1789628138.735988,client_mr,READ_PRIMARY,primary,recovery,mongo1,882,882,881,majority,majority,True,failure,0.17,True,False,
882,1789628138.736172,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,882,882,882,majority,majority,True,failure,0.18,True,False,
883,1789628138.7369175,client_mr,READ_PRIMARY,primary,recovery,mongo1,883,883,882,majority,majority,True,failure,0.16,True,False,
883,1789628138.7371151,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,883,883,883,majority,majority,True,failure,0.2,True,False,
884,1789628138.738018,client_mr,READ_PRIMARY,primary,recovery,mongo1,884,884,883,majority,majority,True,failure,0.22,True,False,
884,1789628138.738244,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,884,884,884,majority,majority,True,failure,0.22,True,False,
885,1789628138.7389948,client_mr,READ_PRIMARY,primary,recovery,mongo1,885,885,884,majority,majority,True,failure,0.15,True,False,
885,1789628138.7392013,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,885,885,885,majority,majority,True,failure,0.21,True,False,
886,1789628138.739905,client_mr,READ_PRIMARY,primary,recovery,mongo1,886,886,885,majority,majority,True,failure,0.13,True,False,
886,1789628138.7401288,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,886,886,886,majority,majority,True,failure,0.22,True,False,
887,1789628138.740872,client_mr,READ_PRIMARY,primary,recovery,mongo1,887,887,886,majority,majority,True,failure,0.12,True,False,
887,1789628138.7411063,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,887,887,887,majority,majority,True,failure,0.23,True,False,
888,1789628138.7418776,client_mr,READ_PRIMARY,primary,recovery,mongo1,888,888,887,majority,majority,True,failure,0.13,True,False,
888,1789628138.7421038,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,888,888,888,majority,majority,True,failure,0.22,True,False,
889,1789628138.7433965,client_mr,READ_PRIMARY,primary,recovery,mongo1,889,889,888,majority,majority,True,failure,0.2,True,False,
889,1789628138.7435932,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,889,889,889,majority,majority,True,failure,0.19,True,False,
890,1789628138.7443845,client_mr,READ_PRIMARY,primary,recovery,mongo1,890,890,889,majority,majority,True,failure,0.18,True,False,
890,1789628138.7446105,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,890,890,890,majority,majority,True,failure,0.22,True,False,
891,1789628138.745477,client_mr,READ_PRIMARY,primary,recovery,mongo1,891,891,890,majority,majority,True,failure,0.16,True,False,
891,1789628138.7457058,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,891,891,891,majority,majority,True,failure,0.23,True,False,
892,1789628138.7477806,client_mr,READ_PRIMARY,primary,recovery,mongo1,892,892,891,majority,majority,True,failure,0.19,True,False,
892,1789628138.7479987,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,892,892,892,majority,majority,True,failure,0.22,True,False,
893,1789628138.7488027,client_mr,READ_PRIMARY,primary,recovery,mongo1,893,893,892,majority,majority,True,failure,0.19,True,False,
893,1789628138.7490163,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,893,893,893,majority,majority,True,failure,0.21,True,False,
894,1789628138.7498589,client_mr,READ_PRIMARY,primary,recovery,mongo1,894,894,893,majority,majority,True,failure,0.21,True,False,
894,1789628138.7500827,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,894,894,894,majority,majority,True,failure,0.22,True,False,
895,1789628138.7510316,client_mr,READ_PRIMARY,primary,recovery,mongo1,895,895,894,majority,majority,True,failure,0.18,True,False,
895,1789628138.7512474,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,895,895,895,majority,majority,True,failure,0.21,True,False,
896,1789628138.7520728,client_mr,READ_PRIMARY,primary,recovery,mongo1,896,896,895,majority,majority,True,failure,0.21,True,False,
896,1789628138.7522688,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,896,896,896,majority,majority,True,failure,0.19,True,False,
897,1789628138.7533498,client_mr,READ_PRIMARY,primary,recovery,mongo1,897,897,896,majority,majority,True,failure,0.21,True,False,
897,1789628138.7535815,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,897,897,897,majority,majority,True,failure,0.23,True,False,
898,1789628138.7545085,client_mr,READ_PRIMARY,primary,recovery,mongo1,898,898,897,majority,majority,True,failure,0.22,True,False,
898,1789628138.7547104,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,898,898,898,majority,majority,True,failure,0.2,True,False,
899,1789628138.755467,client_mr,READ_PRIMARY,primary,recovery,mongo1,899,899,898,majority,majority,True,failure,0.14,True,False,
899,1789628138.7556603,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,899,899,899,majority,majority,True,failure,0.19,True,False,
900,1789628138.7564192,client_mr,READ_PRIMARY,primary,recovery,mongo1,900,900,899,majority,majority,True,failure,0.16,True,False,
900,1789628138.7566068,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,900,900,900,majority,majority,True,failure,0.19,True,False,
901,1789628138.7574801,client_mr,READ_PRIMARY,primary,recovery,mongo1,901,901,900,majority,majority,True,failure,0.16,True,False,
901,1789628138.7576833,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,901,901,901,majority,majority,True,failure,0.2,True,False,
902,1789628138.758668,client_mr,READ_PRIMARY,primary,recovery,mongo1,902,902,901,majority,majority,True,failure,0.21,True,False,
902,1789628138.758893,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,902,902,902,majority,majority,True,failure,0.22,True,False,
903,1789628138.7600472,client_mr,READ_PRIMARY,primary,recovery,mongo1,903,903,902,majority,majority,True,failure,0.2,True,False,
903,1789628138.7602367,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,903,903,903,majority,majority,True,failure,0.19,True,False,
904,1789628138.761081,client_mr,READ_PRIMARY,primary,recovery,mongo1,904,904,903,majority,majority,True,failure,0.21,True,False,
904,1789628138.7612855,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,904,904,904,majority,majority,True,failure,0.2,True,False,
905,1789628138.7622173,client_mr,READ_PRIMARY,primary,recovery,mongo1,905,905,904,majority,majority,True,failure,0.2,True,False,
905,1789628138.7624435,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,905,905,905,majority,majority,True,failure,0.22,True,False,
906,1789628138.763277,client_mr,READ_PRIMARY,primary,recovery,mongo1,906,906,905,majority,majority,True,failure,0.2,True,False,
906,1789628138.763458,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,906,906,906,majority,majority,True,failure,0.18,True,False,
907,1789628138.7641857,client_mr,READ_PRIMARY,primary,recovery,mongo1,907,907,906,majority,majority,True,failure,0.17,True,False,
907,1789628138.7643952,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,907,907,907,majority,majority,True,failure,0.21,True,False,
908,1789628138.7652743,client_mr,READ_PRIMARY,primary,recovery,mongo1,908,908,907,majority,majority,True,failure,0.21,True,False,
908,1789628138.76548,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,908,908,908,majority,majority,True,failure,0.2,True,False,
909,1789628138.7663965,client_mr,READ_PRIMARY,primary,recovery,mongo1,909,909,908,majority,majority,True,failure,0.28,True,False,
909,1789628138.766603,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,909,909,909,majority,majority,True,failure,0.2,True,False,
910,1789628138.7675145,client_mr,READ_PRIMARY,primary,recovery,mongo1,910,910,909,majority,majority,True,failure,0.19,True,False,
910,1789628138.7677114,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,910,910,910,majority,majority,True,failure,0.2,True,False,
911,1789628138.7685957,client_mr,READ_PRIMARY,primary,recovery,mongo1,911,911,910,majority,majority,True,failure,0.16,True,False,
911,1789628138.7688007,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,911,911,911,majority,majority,True,failure,0.2,True,False,
912,1789628138.769643,client_mr,READ_PRIMARY,primary,recovery,mongo1,912,912,911,majority,majority,True,failure,0.19,True,False,
912,1789628138.7698584,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,912,912,912,majority,majority,True,failure,0.21,True,False,
913,1789628138.7709665,client_mr,READ_PRIMARY,primary,recovery,mongo1,913,913,912,majority,majority,True,failure,0.18,True,False,
