timestamp,iteration,client_id,operation,target,phase,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631821.3805983,68,client_mr,READ_PRIMARY,primary,normal,68,68,67,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3807757,68,client_mr,READ_SECONDARY,session_secondary,normal,68,68,68,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3817835,69,client_mr,READ_PRIMARY,primary,normal,69,69,68,majority,majority,True,partition,,,,0.22,True,False,
1789631821.3819828,69,client_mr,READ_SECONDARY,session_secondary,normal,69,69,69,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3831508,70,client_mr,READ_PRIMARY,primary,normal,70,70,69,majority,majority,True,partition,,,,0.17,True,False,
1789631821.3833342,70,client_mr,READ_SECONDARY,session_secondary,normal,70,70,70,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3841305,71,client_mr,READ_PRIMARY,primary,normal,71,71,70,majority,majority,True,partition,,,,0.16,True,False,
1789631821.3844295,71,client_mr,READ_SECONDARY,session_secondary,normal,71,71,71,majority,majority,True,partition,,,,0.3,True,False,
1789631821.385186,72,client_mr,READ_PRIMARY,primary,normal,72,72,71,majority,majority,True,partition,,,,0.14,True,False,
1789631821.3853602,72,client_mr,READ_SECONDARY,session_secondary,normal,72,72,72,majority,majority,True,partition,,,,0.17,True,False,
1789631821.3861978,73,client_mr,READ_PRIMARY,primary,normal,73,73,72,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3865736,73,client_mr,READ_SECONDARY,session_secondary,normal,73,73,73,majority,majority,True,partition,,,,0.37,True,False,
1789631821.3877974,74,client_mr,READ_PRIMARY,primary,normal,74,74,73,majority,majority,True,partition,,,,0.14,True,False,
1789631821.3880603,74,client_mr,READ_SECONDARY,session_secondary,normal,74,74,74,majority,majority,True,partition,,,,0.26,True,False,
1789631821.3888328,75,client_mr,READ_PRIMARY,primary,normal,75,75,74,majority,majority,True,partition,,,,0.12,True,False,
1789631821.3891323,75,client_mr,READ_SECONDARY,session_secondary,normal,75,75,75,majority,majority,True,partition,,,,0.3,True,False,
1789631821.3899977,76,client_mr,READ_PRIMARY,primary,normal,76,76,75,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3903399,76,client_mr,READ_SECONDARY,session_secondary,normal,76,76,76,majority,majority,True,partition,,,,0.34,True,False,
1789631821.3910346,77,client_mr,READ_PRIMARY,primary,normal,77,77,76,majority,majority,True,partition,,,,0.12,True,False,
1789631821.391304,77,client_mr,READ_SECONDARY,session_secondary,normal,77,77,77,majority,majority,True,partition,,,,0.27,True,False,
1789631821.3923848,78,client_mr,READ_PRIMARY,primary,normal,78,78,77,majority,majority,True,partition,,,,0.16,True,False,
1789631821.3925917,78,client_mr,READ_SECONDARY,session_secondary,normal,78,78,78,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3935132,79,client_mr,READ_PRIMARY,primary,normal,79,79,78,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3937912,79,client_mr,READ_SECONDARY,session_secondary,normal,79,79,79,majority,majority,True,partition,,,,0.28,True,False,
1789631821.3945532,80,client_mr,READ_PRIMARY,primary,normal,80,80,79,majority,majority,True,partition,,,,0.14,True,False,
1789631821.394858,80,client_mr,READ_SECONDARY,session_secondary,normal,80,80,80,majority,majority,True,partition,,,,0.3,True,False,
1789631821.3955462,81,client_mr,READ_PRIMARY,primary,normal,81,81,80,majority,majority,True,partition,,,,0.13,True,False,
1789631821.3958297,81,client_mr,READ_SECONDARY,session_secondary,normal,81,81,81,majority,majority,True,partition,,,,0.28,True,False,
1789631821.3966424,82,client_mr,READ_PRIMARY,primary,normal,82,82,81,majority,majority,True,partition,,,,0.13,True,False,
1789631821.3968604,82,client_mr,READ_SECONDARY,session_secondary,normal,82,82,82,majority,majority,True,partition,,,,0.22,True,False,
1789631821.397645,83,client_mr,READ_PRIMARY,primary,normal,83,83,82,majority,majority,True,partition,,,,0.12,True,False,
1789631821.3977923,83,client_mr,READ_SECONDARY,session_secondary,normal,83,83,83,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3987415,84,client_mr,READ_PRIMARY,primary,normal,84,84,83,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3989103,84,client_mr,READ_SECONDARY,session_secondary,normal,84,84,84,majority,majority,True,partition,,,,0.17,True,False,
1789631821.4000103,85,client_mr,READ_PRIMARY,primary,normal,85,85,84,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4002066,85,client_mr,READ_SECONDARY,session_secondary,normal,85,85,85,majority,majority,True,partition,,,,0.19,True,False,
1789631821.400945,86,client_mr,READ_PRIMARY,primary,normal,86,86,85,majority,majority,True,partition,,,,0.14,True,False,
1789631821.4012105,86,client_mr,READ_SECONDARY,session_secondary,normal,86,86,86,majority,majority,True,partition,,,,0.26,True,False,
1789631821.4020207,87,client_mr,READ_PRIMARY,primary,normal,87,87,86,majority,majority,True,partition,,,,0.14,True,False,
1789631821.4022408,87,client_mr,READ_SECONDARY,session_secondary,normal,87,87,87,majority,majority,True,partition,,,,0.22,True,False,
1789631821.402923,88,client_mr,READ_PRIMARY,primary,normal,88,88,87,majority,majority,True,partition,,,,0.14,True,False,
1789631821.403269,88,client_mr,READ_SECONDARY,session_secondary,normal,88,88,88,majority,majority,True,partition,,,,0.34,True,False,
1789631821.4040065,89,client_mr,READ_PRIMARY,primary,normal,89,89,88,majority,majority,True,partition,,,,0.16,True,False,
1789631821.4041975,89,client_mr,READ_SECONDARY,session_secondary,normal,89,89,89,majority,majority,True,partition,,,,0.19,True,False,
1789631821.404946,90,client_mr,READ_PRIMARY,primary,normal,90,90,89,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4051564,90,client_mr,READ_SECONDARY,session_secondary,normal,90,90,90,majority,majority,True,partition,,,,0.21,True,False,
1789631821.4060209,91,client_mr,READ_PRIMARY,primary,normal,91,91,90,majority,majority,True,partition,,,,0.14,True,False,
1789631821.406249,91,client_mr,READ_SECONDARY,session_secondary,normal,91,91,91,majority,majority,True,partition,,,,0.23,True,False,
1789631821.4070778,92,client_mr,READ_PRIMARY,primary,normal,92,92,91,majority,majority,True,partition,,,,0.21,True,False,
1789631821.40728,92,client_mr,READ_SECONDARY,session_secondary,normal,92,92,92,majority,majority,True,partition,,,,0.2,True,False,
1789631821.4081206,93,client_mr,READ_PRIMARY,primary,normal,93,93,92,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4082801,93,client_mr,READ_SECONDARY,session_secondary,normal,93,93,93,majority,majority,True,partition,,,,0.16,True,False,
1789631821.4094741,94,client_mr,READ_PRIMARY,primary,normal,94,94,93,majority,majority,True,partition,,,,0.25,True,False,
1789631821.4097195,94,client_mr,READ_SECONDARY,session_secondary,normal,94,94,94,majority,majority,True,partition,,,,0.24,True,False,
1789631821.4104784,95,client_mr,READ_PRIMARY,primary,normal,95,95,94,majority,majority,True,partition,,,,0.14,True,False,
1789631821.4106948,95,client_mr,READ_SECONDARY,session_secondary,normal,95,95,95,majority,majority,True,partition,,,,0.22,True,False,
